,,,,,,,,,,,,,
,,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
city,agg_account_name,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
Toledo,Commission for Net Rate,65290,57743,65743,68895,72614,70273,51552,34409,58452,60401,57298,61593
Toledo,Customer Support,770,784,685,652,610,530,421,266,421,425,431,414
Toledo,Customer Support G&A,16,19,19,20,21,19,13,9,15,16,17,13
Toledo,Demand Incentives,28727,20787,21038,22046,31950,28109,30931,20645,28057,28992,27503,29565
Toledo,Dynamic OPEX,6253,5467,6433,6681,7034,6815,5292,3681,5927,6305,6025,6352
Toledo,EBITDA (with overhead),9887,16516,22410,24461,17747,20431,-1650,-901,5624,5538,4979,5973
Toledo,EBITDA (without overhead),9903,16535,22428,24481,17768,20449,-1638,-892,5640,5554,4996,5986
Toledo,Fleet upfront investments,0,0,12300,0,0,0,12300,0,0,12300,0,0
Toledo,GA,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,GMV,261158,230972,262972,275580,290455,281092,206208,137634,233806,241604,229192,246373
Toledo,Gross Demand Spend,28727,20787,21038,22046,31950,28109,30931,20645,28057,28992,27503,29565
Toledo,Gross Net Rate,22982,27948,34449,36652,29917,31763,7217,5230,15197,15704,14897,16014
Toledo,Gross Supply Spend,13580,9008,10256,10196,10747,10400,13404,8533,15197,15704,14897,16014
Toledo,Group Allocations,149,150,151,149,139,123,269,69,102,103,103,97
Toledo,Issued loans outflow,9500,0,9631,0,0,0,0,0,0,0,0,0
Toledo,Local Operations,1787,1760,1707,1789,1687,1511,1339,837,1276,1268,1255,1185
Toledo,Local ops Office Expenses,2,2,1,1,1,1,1,1,1,1,1,1
Toledo,Local ops Outsourced Services,352,341,341,322,292,252,199,150,229,228,234,217
Toledo,Local ops Software & Tools,37,34,36,37,36,35,25,17,28,28,25,25
Toledo,Marketing Admin,0,0,0,0,0,0,0,0,0,0,0,0
Toledo,Net Rate,22982,27948,34449,36652,29917,31763,7217,5230,15197,15704,14897,16014
Toledo,Net rate incl Other revenue,22982,27948,34449,36652,29917,31763,7217,5230,15197,15704,14897,16014
Toledo,Nexus_03_Rev_net_incentives,22982,27948,34449,36652,29917,31763,7217,5230,15197,15704,14897,16014
Toledo,No. of rides/orders,18136,16381,18136,18372,18984,18372,14320,9492,15382,15895,15382,15895
Toledo,OPEX (fixed cost),6826,5945,5588,5490,5115,4499,3563,2441,3631,3846,3877,3676
Toledo,Operations Management Total,457,425,465,528,542,521,432,249,421,415,381,373
Toledo,Other Operating Income and Expenses,18,16,18,19,20,20,14,10,16,17,16,17
Toledo,Payment Processing,2708,2330,2647,2739,2883,2790,2035,1358,2298,2351,2233,2320
Toledo,Payroll,1160,1148,1095,1198,1141,1031,792,563,859,851,836,793
Toledo,Personnel Related Expenses,15,15,14,15,14,12,9,7,10,10,10,10
Toledo,Refunds,104,92,105,110,116,112,82,55,94,97,92,99
Toledo,Sales And Marketing,4253,3382,3177,3028,2798,2440,1791,1329,1918,2137,2174,2063
Toledo,Supply Incentives,13580,9008,10256,10196,10747,10400,13404,8533,15197,15704,14897,16014
Toledo,Tax Accrual,705,624,710,744,784,759,557,372,631,652,619,665
Toledo,Total Revenue,65290,57743,65743,68895,72614,70273,51552,34409,58452,60401,57298,61593
Toledo,Total campaigns cost,42308,29795,31294,32243,42697,38510,44335,29178,43254,44697,42400,45579
Toledo,Travel,72,71,68,68,63,56,43,31,47,47,46,44
Toledo,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
Valencia,3000:Commission,0,0,107867,152971,229994,402130,529250,375848,549882,590710,558539,740197
Valencia,4151:Supply: Projects,0,0,11167,11167,15840,15840,27007,27007,31680,42847,42847,47520
Valencia,4160:Supply: Booking fee,0,0,3883,5507,8280,14477,19053,13531,19796,21266,20107,26647
Valencia,4230:Demand: Refunds Agent,0,0,173,245,368,643,847,601,880,945,894,1184
Valencia,4300:Payment processing fees,0,0,3667,5201,7820,13672,17994,12779,18696,20084,18990,24278
Valencia,4310:Payout Fees,0,0,43,61,92,161,212,150,220,236,223,296
Valencia,4311:Fiscalization services,0,0,350,496,719,1215,1536,1050,1744,1914,1851,2331
Valencia,4320:Fraud & Failed Payments,0,0,302,367,552,965,1058,752,1100,945,894,1184
Valencia,4340:Debt expense,0,0,30,43,64,113,148,105,154,165,156,207
Valencia,5102:Operational Tax cost - Other,0,0,1165,1652,2484,4343,5716,4059,5939,6380,6032,7994
Valencia,5230:Demand: Car Branding,0,0,437,90,107,181,256,205,252,261,267,305
Valencia,6420:Infrastructure & services,0,0,464,656,950,1600,2026,1379,2310,2529,2449,3104
Valencia,6421:Communication Services,0,0,201,286,414,700,885,605,1005,1103,1066,1343
Valencia,6500:Travel and Transportation,0,0,175,230,306,496,684,521,679,700,689,803
Valencia,COS IT Infrastructure,0,0,666,941,1364,2300,2911,1984,3315,3632,3515,4447
Valencia,COS Operational Costs,0,0,1338,1897,2852,4986,6563,4661,6819,7325,6926,9178
Valencia,COS Supply Costs,0,0,15050,16674,24120,30317,46060,40538,51476,64113,62954,74167
Valencia,Commission for Net Rate,0,0,107867,152971,229994,402130,529250,375848,549882,590710,558539,740197
Valencia,Customer Support,0,0,1124,1448,1932,3032,4322,2909,3956,4160,4197,4981
Valencia,Customer Support G&A,0,0,30,44,66,107,129,98,146,155,165,162
Valencia,Demand Incentives,0,0,141090,175610,181235,284708,268859,85693,213354,222107,210011,337530
Valencia,Dynamic OPEX,0,0,21415,25636,37517,53621,76353,61919,83377,98259,95345,115928
Valencia,EBITDA (with overhead),0,0,-119928,-134546,-106223,-143812,-64372,51131,16493,12835,7452,-35908
Valencia,EBITDA (without overhead),0,0,-119898,-134502,-106157,-143705,-64242,51229,16638,12990,7617,-35746
Valencia,Fleet upfront investments,0,0,328000,0,0,0,328000,0,0,328000,0,0
Valencia,GMV,0,0,431468,611883,919975,1608518,2117000,1503393,2199526,2362839,2234155,2960789
Valencia,Gross Demand Spend,0,0,141090,175610,181235,284708,268859,85693,213354,222107,210011,337530
Valencia,Gross Net Rate,0,0,-89314,-96678,-52439,-64341,48691,139816,134171,148859,140752,124353
Valencia,Gross Supply Spend,0,0,56091,74038,101197,181763,211700,150339,202356,219744,207776,278314
Valencia,Group Allocations,0,0,247,330,440,706,2763,755,963,1009,1000,1160
Valencia,Issued loans outflow,1026000,0,841204,0,0,0,0,0,0,0,0,0
Valencia,Local Operations,0,0,2800,3973,5342,8644,13745,9141,12006,12398,12231,14242
Valencia,Local ops Office Expenses,0,0,2,3,4,6,9,7,9,9,9,11
Valencia,Local ops Outsourced Services,0,0,559,716,924,1441,2042,1635,2153,2228,2279,2608
Valencia,Local ops Software & Tools,0,0,59,82,115,198,261,181,263,270,247,298
Valencia,Net Rate,0,0,-89314,-96678,-52439,-64341,48691,139816,134171,148859,140752,124353
Valencia,Net rate incl Other revenue,0,0,-89314,-96678,-52439,-64341,48691,139816,134171,148859,140752,124353
Valencia,Nexus_03_Rev_net_incentives,0,0,-89314,-96678,-52439,-64341,48691,139816,134171,148859,140752,124353
Valencia,No. of rides/orders,0,0,31494,44663,64787,109423,138366,94553,157109,172470,166728,209985
Valencia,OPEX (fixed cost),0,0,9169,12189,16201,25743,36580,26667,34156,37609,37790,44172
Valencia,Operations Management Total,0,0,763,1173,1715,2981,4439,2723,3957,4058,3712,4486
Valencia,Other Operating Income and Expenses,0,0,30,43,64,113,148,105,154,165,156,207
Valencia,Payment Processing,0,0,4362,6125,9183,16013,20801,14730,21760,23180,21958,28090
Valencia,Payroll,0,0,1797,2659,3615,5899,8127,6148,8079,8327,8148,9526
Valencia,Personnel Related Expenses,0,0,24,33,44,70,97,75,96,99,98,114
Valencia,Refunds,0,0,173,245,368,643,847,601,880,945,894,1184
Valencia,Sales And Marketing,0,0,5213,6724,8861,13961,18383,14520,18047,20896,21197,24787
Valencia,Supply Incentives,0,0,56091,74038,101197,181763,211700,150339,202356,219744,207776,278314
Valencia,Tax Accrual,0,0,1165,1652,2484,4343,5716,4059,5939,6380,6032,7994
Valencia,Total Revenue,0,0,107867,152971,229994,402130,529250,375848,549882,590710,558539,740197
Valencia,Total campaigns cost,0,0,197181,249648,282432,466470,480559,236033,415710,441851,417787,615844
Valencia,Travel,0,0,112,150,200,323,446,340,443,456,450,524
Zaragoza,3000:Commission,8267,7787,8878,9717,20364,28438,26947,25034,33578,34398,31957,34724
Zaragoza,4140:Supply: Car branding incentives,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,4151:Supply: Projects,0,0,252,252,399,399,651,651,797,1049,1049,1196
Zaragoza,4160:Supply: Booking fee,298,280,320,350,733,1024,970,901,1209,1238,1150,1250
Zaragoza,4190:Supply: Insurance,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,4230:Demand: Refunds Agent,13,12,14,16,33,46,43,40,54,55,51,56
Zaragoza,4300:Payment processing fees,288,265,302,330,692,967,916,851,1142,1170,1087,1139
Zaragoza,4310:Payout Fees,3,3,4,4,8,11,11,10,13,14,13,14
Zaragoza,4311:Fiscalization services,32,30,33,36,74,101,101,99,119,122,118,123
Zaragoza,4320:Fraud & Failed Payments,26,22,25,23,49,68,54,50,67,55,51,56
Zaragoza,4340:Debt expense,2,2,2,3,6,8,8,7,9,10,9,10
Zaragoza,5100:Operational costs,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,5102:Operational Tax cost - Other,89,84,96,105,220,307,291,270,363,371,345,375
Zaragoza,5230:Demand: Car Branding,43,44,36,6,9,13,13,14,15,15,15,14
Zaragoza,6420:Infrastructure & services,42,39,44,48,98,133,134,130,158,161,156,164
Zaragoza,6421:Communication Services,18,17,19,21,43,58,58,57,69,70,68,71
Zaragoza,6500:Travel and Transportation,15,15,14,15,27,35,35,35,41,41,39,38
Zaragoza,COS IT Infrastructure,61,56,63,68,141,191,192,188,227,232,225,235
Zaragoza,COS Operational Costs,103,97,110,120,253,353,334,310,416,427,396,431
Zaragoza,COS Supply Costs,298,280,572,602,1132,1423,1621,1552,2006,2287,2199,2446
Zaragoza,Commission for Net Rate,8267,7787,8878,9717,20364,28438,26947,25034,33578,34398,31957,34724
Zaragoza,Customer Support,97,106,93,92,171,214,220,194,242,242,240,234
Zaragoza,Customer Support G&A,2,3,3,3,6,8,7,7,9,9,9,8
Zaragoza,Demand Incentives,3968,3738,3551,3110,12218,17063,8623,5007,10745,11007,6391,13889
Zaragoza,Dynamic OPEX,810,752,1107,1184,2349,3115,3231,3061,3991,4307,4088,4446
Zaragoza,EBITDA (with overhead),-1611,-809,231,1809,-6314,-4146,2877,5170,6271,6153,8568,3475
Zaragoza,EBITDA (without overhead),-1609,-806,233,1812,-6308,-4139,2883,5176,6280,6162,8577,3482
Zaragoza,Fleet upfront investments,0,0,13667,0,0,0,13667,0,0,13667,0,0
Zaragoza,GA,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,GMV,33069,31148,35511,38869,81456,113751,107788,100138,134311,137591,127827,138894
Zaragoza,Gross Demand Spend,3968,3738,3551,3110,12218,17063,8623,5007,10745,11007,6391,13889
Zaragoza,Gross Net Rate,66,748,2095,3770,-2525,796,7976,10014,12357,12658,14828,10000
Zaragoza,Gross Supply Spend,4233,3302,3232,2837,10671,10579,10348,10014,10476,10732,10737,10834
Zaragoza,Group Allocations,19,20,20,21,39,50,141,50,59,59,57,54
Zaragoza,Issued loans outflow,20000,0,121444,0,0,0,0,0,0,0,0,0
Zaragoza,Local Operations,226,237,230,252,473,611,700,609,733,722,700,668
Zaragoza,Local ops Office Expenses,0,0,0,0,0,0,0,0,1,1,1,1
Zaragoza,Local ops Outsourced Services,45,46,46,45,82,102,104,109,131,130,130,122
Zaragoza,Local ops Software & Tools,5,5,5,5,10,14,13,12,16,16,14,14
Zaragoza,Marketing Admin,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,Net Rate,66,748,2095,3770,-2525,796,7976,10014,12357,12658,14828,10000
Zaragoza,Net rate incl Other revenue,66,748,2095,3770,-2525,796,7976,10014,12357,12658,14828,10000
Zaragoza,Nexus_03_Rev_net_incentives,66,748,2095,3770,-2525,796,7976,10014,12357,12658,14828,10000
Zaragoza,No. of rides/orders,2876,2662,2959,3239,6677,9100,9135,8941,10745,11007,10652,11112
Zaragoza,OPEX (fixed cost),864,802,755,774,1434,1821,1862,1776,2086,2190,2162,2072
Zaragoza,Operations Management Total,58,57,63,74,152,211,226,181,242,236,212,210
Zaragoza,Other Operating Income and Expenses,2,2,2,3,6,8,8,7,9,10,9,10
Zaragoza,Payment Processing,349,319,363,394,824,1148,1082,1010,1341,1361,1269,1332
Zaragoza,Payroll,147,155,148,169,320,417,414,409,493,485,466,447
Zaragoza,Personnel Related Expenses,2,2,2,2,4,5,5,5,6,6,6,5
Zaragoza,Refunds,13,12,14,16,33,46,43,40,54,55,51,56
Zaragoza,Sales And Marketing,539,456,429,427,785,987,936,967,1102,1217,1213,1163
Zaragoza,Supply Incentives,4233,3302,3232,2837,10671,10579,10348,10014,10476,10732,10737,10834
Zaragoza,Tax Accrual,89,84,96,105,220,307,291,270,363,371,345,375
Zaragoza,Total Revenue,8267,7787,8878,9717,20364,28438,26947,25034,33578,34398,31957,34724
Zaragoza,Total campaigns cost,8201,7040,6783,5947,22889,27642,18971,15021,21221,21739,17129,24723
Zaragoza,Total revenue exc commission for net rate,0,0,0,0,0,0,0,0,0,0,0,0
Zaragoza,Travel,9,10,9,10,18,23,23,23,27,27,26,25
Zaragoza,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
A Coruña,3000:Commission,69692,69292,75054,173679,215225,230779,244812,119149,227575,234606,223054,244445
A Coruña,4140:Supply: Car branding incentives,11739,17071,0,0,0,0,0,0,0,0,0,0
A Coruña,4151:Supply: Projects,27,30,0,0,1235,1235,2470,2470,2470,3705,3705,3705
A Coruña,4160:Supply: Booking fee,4140,2079,2702,6252,7748,8308,8813,4289,8193,8446,8030,8800
A Coruña,4190:Supply: Insurance,3,3,0,0,0,0,0,0,0,0,0,0
A Coruña,4230:Demand: Refunds Agent,165,171,240,556,689,738,783,381,728,751,714,782
A Coruña,4300:Payment processing fees,1731,1856,2642,6114,7748,8308,8813,4194,8011,8258,7851,8409
A Coruña,4310:Payout Fees,22,-1,15,35,43,46,49,24,46,47,45,49
A Coruña,4311:Fiscalization services,29,98,131,303,399,416,442,215,410,431,417,437
A Coruña,4320:Fraud & Failed Payments,73,154,210,417,517,554,490,238,455,375,357,391
A Coruña,4340:Debt expense,-1,27,21,49,60,65,69,33,64,66,62,68
A Coruña,5100:Operational costs,0,6,0,0,0,0,0,0,0,0,0,0
A Coruña,5102:Operational Tax cost - Other,618,1040,811,1876,2324,2492,2644,1287,2458,2534,2409,2640
A Coruña,5230:Demand: Car Branding,722,132,278,1195,1594,2395,1857,487,1761,2322,1925,675
A Coruña,6420:Infrastructure & services,374,332,368,851,1120,1170,1241,604,1154,1210,1171,1228
A Coruña,6421:Communication Services,119,115,180,409,529,552,584,279,535,559,541,567
A Coruña,COS IT Infrastructure,493,446,548,1260,1649,1722,1825,883,1689,1769,1712,1795
A Coruña,COS Operational Costs,701,1131,931,2154,2669,2862,3036,1477,2822,2909,2766,3031
A Coruña,COS Supply Costs,4170,2112,2702,6252,8983,9543,11283,6759,10663,12151,11735,12505
A Coruña,Commission for Net Rate,69692,69292,75054,173679,215225,230779,244812,119149,227575,234606,223054,244445
A Coruña,Customer Support,20,24,167,361,1249,1184,1188,417,1051,1098,1088,1111
A Coruña,Customer Support G&A,0,0,2,1,1,-6,-15,-7,-2,-2,2,-2
A Coruña,Demand Incentives,34826,33826,27019,54883,68872,100620,58755,23830,45515,46921,44611,78222
A Coruña,Dynamic OPEX,7220,5824,7197,16582,22066,23521,26021,13832,24161,26008,24942,26688
A Coruña,EBITDA (with overhead),9541,10278,14682,37537,35836,7546,53171,30888,58173,57207,53930,33182
A Coruña,EBITDA (without overhead),9347,10047,14684,37538,35837,7540,53156,30880,58170,57204,53932,33180
A Coruña,Fleet upfront investments,0,0,0,0,74100,0,74100,0,0,74100,0,0
A Coruña,GA,-220,-269,0,0,0,0,0,0,0,0,0,0
A Coruña,GMV,278801,277237,300216,694716,860902,923116,979249,476598,910298,938425,892214,977781
A Coruña,Gross Demand Spend,0,0,27019,54883,68872,100620,58755,23830,45515,46921,44611,78222
A Coruña,Gross Net Rate,0,0,27019,66693,71455,44310,94987,51949,97402,100411,95467,75289
A Coruña,Gross Supply Spend,0,0,21015,52104,74898,85850,91070,43370,84658,87274,82976,90934
A Coruña,Group Allocations,137,186,141,332,374,390,1161,228,428,674,465,466
A Coruña,Local Operations,137,186,1711,3956,4364,4499,5470,2561,5084,5411,5169,5066
A Coruña,Local ops Office Expenses,0,0,2,3,4,4,4,2,4,4,4,4
A Coruña,Local ops Outsourced Services,0,0,355,765,843,809,836,438,882,916,928,925
A Coruña,Local ops Software & Tools,0,0,45,108,124,132,139,68,129,127,119,120
A Coruña,Marketing Admin,26,38,0,0,0,0,0,0,0,0,0,0
A Coruña,Net Rate,18858,18046,27019,66693,71455,44310,94987,51949,97402,100411,95467,75289
A Coruña,Net rate incl Other revenue,18858,18046,27019,66693,71455,44310,94987,51949,97402,100411,95467,75289
A Coruña,No. of rides/orders,25113,25170,25018,57893,76186,79579,84418,41086,78474,82318,79662,83571
A Coruña,OPEX (fixed cost),2291,2174,5138,12573,13552,13248,15810,7237,15070,17199,16592,15421
A Coruña,Other Operating Income and Expenses,-1,27,21,49,60,65,69,33,64,66,62,68
A Coruña,Payment Processing,1856,2107,2998,6868,8706,9324,9793,4671,8922,9111,8670,9286
A Coruña,Payroll,0,0,1090,2554,2801,2940,3096,1702,3411,3455,3423,3321
A Coruña,Personnel Related Expenses,0,0,8,36,42,44,46,25,47,48,48,48
A Coruña,Refunds,83,85,120,278,344,369,392,191,364,375,357,391
A Coruña,Sales And Marketing,2134,1964,3259,8255,7938,7572,9167,4267,8937,10692,10333,9246
A Coruña,Supply Incentives,4269,349,21015,52104,74898,85850,91070,43370,84658,87274,82976,90934
A Coruña,Tax Accrual,618,1040,811,1876,2324,2492,2644,1287,2458,2534,2409,2640
A Coruña,Total Revenue,69692,69292,75054,173679,215225,230779,244812,119149,227575,234606,223054,244445
A Coruña,Total campaigns cost,50834,51246,48035,106986,143771,186470,149825,67200,130173,134195,127587,169156
A Coruña,Travel,0,0,70,158,177,180,188,98,184,187,183,183
Alicante,3000:Commission,0,371,84624,106275,125951,270343,368503,402156,348576,379484,302226,492273
Alicante,4151:Supply: Projects,0,0,0,0,0,0,0,0,0,0,0,0
Alicante,4160:Supply: Booking fee,0,11,3046,3826,4534,9732,13266,14478,12549,13661,10880,17722
Alicante,4190:Supply: Insurance,0,0,0,0,0,0,0,0,0,0,0,0
Alicante,4230:Demand: Refunds Agent,0,0,271,340,403,865,1179,1287,1115,1214,967,1575
Alicante,4300:Payment processing fees,0,7,2979,3741,4534,9732,13266,14156,12270,13358,10638,16934
Alicante,4310:Payout Fees,0,0,17,21,25,54,74,80,70,76,60,98
Alicante,4311:Fiscalization services,0,1,96,120,137,283,371,388,382,425,346,536
Alicante,4320:Fraud & Failed Payments,0,8,237,255,302,649,737,804,697,607,484,788
Alicante,4340:Debt expense,0,0,24,30,35,76,103,113,98,106,85,138
Alicante,5100:Operational costs,0,0,0,0,0,0,0,0,0,0,0,0
Alicante,5102:Operational Tax cost - Other,0,6,914,1148,1360,2920,3980,4343,3765,4098,3264,5317
Alicante,5230:Demand: Car Branding,0,1,313,731,933,2806,2795,1642,2698,3756,2608,1360
Alicante,6420:Infrastructure & services,0,1,269,338,384,795,1042,1090,1073,1193,971,1508
Alicante,6421:Communication Services,0,0,131,162,181,375,490,504,498,551,449,695
Alicante,COS IT Infrastructure,0,1,400,500,565,1170,1532,1594,1571,1744,1420,2203
Alicante,COS Operational Costs,0,6,1049,1318,1562,3352,4569,4987,4322,4706,3748,6104
Alicante,COS Supply Costs,0,12,3046,3826,4534,9732,13266,14478,12549,13661,10880,17722
Alicante,Commission for Net Rate,0,371,84624,106275,125951,270343,368503,402156,348576,379484,302226,492273
Alicante,Customer Support,0,0,188,221,731,1387,1789,1406,1610,1775,1474,2238
Alicante,Customer Support G&A,0,0,2,0,0,-7,-23,-25,-3,-4,3,-4
Alicante,Demand Incentives,0,425,110688,127530,125951,216274,265322,176949,69715,75897,60445,118146
Alicante,Dynamic OPEX,0,34,7846,9811,11694,25055,33941,36624,31962,34687,27657,44528
Alicante,EBITDA (with overhead),0,-361,-83710,-72767,-51364,-53544,-44451,62839,137373,142418,119105,158742
Alicante,EBITDA (without overhead),0,-362,-83708,-72767,-51364,-53551,-44474,62814,137369,142414,119108,158738
Alicante,GA,0,-1,0,0,0,0,0,0,0,0,0,0
Alicante,GMV,0,1484,338495,425098,503803,1081371,1474013,1608623,1394306,1517936,1208906,1969092
Alicante,Gross Demand Spend,0,0,110688,127530,125951,216274,265322,176949,69715,75897,60445,118146
Alicante,Gross Net Rate,0,0,-70068,-55263,-31740,-12976,13266,123864,192414,204921,169247,234322
Alicante,Gross Supply Spend,0,0,44004,34008,31740,67045,89915,101343,86447,98666,72534,139806
Alicante,Group Allocations,0,1,159,203,219,457,1747,769,655,1091,630,938
Alicante,Local Operations,0,1,1929,2421,2554,5270,8233,8644,7787,8753,7004,10203
Alicante,Local ops Office Expenses,0,0,2,2,2,4,6,6,6,6,5,8
Alicante,Local ops Outsourced Services,0,0,401,468,493,948,1259,1479,1350,1481,1257,1863
Alicante,Local ops Software & Tools,0,0,51,66,73,155,209,231,198,206,161,242
Alicante,Marketing Admin,0,0,0,0,0,0,0,0,0,0,0,0
Alicante,Net Rate,0,-54,-70068,-55263,-31740,-12976,13266,123864,192414,204921,169247,234322
Alicante,Net rate incl Other revenue,0,-54,-70068,-55263,-31740,-12976,13266,123864,192414,204921,169247,234322
Alicante,No. of rides/orders,0,44,18297,22978,26104,54069,70866,74130,73000,81173,66060,102557
Alicante,OPEX (fixed cost),0,274,5794,7693,7930,15519,23799,24426,23083,27820,22482,31056
Alicante,Other Operating Income and Expenses,0,0,24,30,35,76,103,113,98,106,85,138
Alicante,Payment Processing,0,16,3328,4137,4998,10718,14448,15428,13419,14466,11528,18357
Alicante,Payroll,0,0,1229,1563,1639,3444,4660,5744,5224,5589,4637,6687
Alicante,Personnel Related Expenses,0,0,9,22,24,51,70,85,72,78,65,96
Alicante,Refunds,0,0,135,170,202,433,590,643,558,607,484,788
Alicante,Sales And Marketing,0,273,3675,5051,4645,8870,13799,14401,13689,17295,14000,18619
Alicante,Supply Incentives,0,0,44004,34008,31740,67045,89915,101343,86447,98666,72534,139806
Alicante,Tax Accrual,0,6,914,1148,1360,2920,3980,4343,3765,4098,3264,5317
Alicante,Total Revenue,0,371,84624,106275,125951,270343,368503,402156,348576,379484,302226,492273
Alicante,Total campaigns cost,0,425,154692,161537,157690,283319,355237,278292,156162,174563,132980,257951
Alicante,Travel,0,0,79,96,104,211,283,330,281,302,249,369
Barcelona,3000:Commission,822501,788605,1090078,867078,981584,1088242,1087346,1123840,1027717,977763,883323,850895
Barcelona,4140:Supply: Car branding incentives,12942,17518,65978,46940,45681,40877,38953,40851,38020,39848,38535,35831
Barcelona,4151:Supply: Projects,295,324,0,0,0,0,0,0,0,0,0,0
Barcelona,4160:Supply: Booking fee,45317,22402,36882,29337,33425,37540,37697,39113,35276,33207,29898,29052
Barcelona,4190:Supply: Insurance,30,31,0,0,0,0,0,0,0,0,0,0
Barcelona,4230:Demand: Refunds Agent,5030,4829,3323,2649,3019,3383,3390,3508,3176,2999,2706,2630
Barcelona,4231:Demand: Refunds Principal,0,0,4,4,4,4,4,3,4,4,5,4
Barcelona,4300:Payment processing fees,39048,34363,35607,28291,32963,37096,37324,37949,34113,32025,28777,27317
Barcelona,4310:Payout Fees,254,-9,202,160,183,206,207,215,193,181,163,158
Barcelona,4311:Fiscalization services,333,1077,941,721,791,858,863,907,820,800,750,747
Barcelona,4320:Fraud & Failed Payments,2966,1844,2825,1923,2191,2467,2069,2153,1934,1452,1304,1266
Barcelona,4340:Debt expense,-1470,505,439,359,410,436,414,402,401,406,385,378
Barcelona,5100:Operational costs,0,68,1,1,2,2,1,1,1,2,2,2
Barcelona,5101:Operational fines,0,0,19,17,20,19,16,13,17,20,20,20
Barcelona,5102:Operational Tax cost - Other,6767,11205,11065,8801,10028,11262,11309,11734,10583,9962,8969,8716
Barcelona,5110:Hardware maintenance,0,0,2,2,2,2,2,2,2,2,2,2
Barcelona,5230:Demand: Car Branding,8217,1451,3731,5512,6762,10670,7848,4396,7483,8980,7032,2186
Barcelona,6420:Infrastructure & services,2098,1685,2645,2027,2221,2411,2426,2549,2303,2249,2107,2100
Barcelona,6421:Communication Services,665,582,1293,975,1049,1137,1142,1179,1069,1039,973,969
Barcelona,Booking Fee,64886,66760,96714,77255,78735,68406,60734,56496,71729,81911,78399,65528
Barcelona,COS IT Infrastructure,2763,2267,3938,3002,3270,3548,3567,3729,3372,3287,3080,3069
Barcelona,COS Operational Costs,9282,13688,12748,10147,11561,12977,13023,13504,12192,11485,10347,10055
Barcelona,COS Supply Costs,45641,22757,36885,29340,33428,37543,37700,39115,35279,33210,29901,29055
Barcelona,Commission for Net Rate,822501,788271,1090078,867078,981584,1088242,1087346,1123840,1027717,977763,883323,850895
Barcelona,Customer Support,238,285,4080,4107,7139,7118,6876,5603,6311,6091,5825,5443
Barcelona,Customer Support G&A,0,0,24,3,3,-25,-64,-67,-10,-9,9,-7
Barcelona,Demand Incentives,186235,414887,347461,286018,344840,458985,301575,233137,439394,354541,248143,205823
Barcelona,Dynamic OPEX,98819,76498,93561,73942,84794,95157,95232,98041,88313,82856,74697,72052
Barcelona,EBITDA (with overhead),477225,283238,277197,206322,214639,124138,127782,139497,207419,340725,394635,345578
Barcelona,EBITDA (without overhead),475023,280702,277221,206325,214641,124113,127718,139430,207409,340717,394644,345571
Barcelona,GA,-2504,-2957,0,0,0,0,0,0,0,0,0,0
Barcelona,GMV,3173358,3051929,4098037,3259690,3713899,4171106,4188543,4345862,3919593,3689672,3322011,3227979
Barcelona,Gross Branding Spend,0,0,65978,46940,45681,40877,38953,40851,38020,39848,38535,35831
Barcelona,Gross Demand Spend,0,0,347461,286018,344840,458985,301575,233137,439394,354541,248143,205823
Barcelona,Gross Net Rate,0,0,251570,188930,203700,145578,172987,194416,220824,330915,377810,340971
Barcelona,Gross Supply Spend,0,0,231641,190681,229893,305990,452363,542443,186022,88637,62035,137214
Barcelona,Group Allocations,1911,2296,2156,1724,1776,1922,5382,2228,1991,2888,1892,1697
Barcelona,Local Operations,1911,2296,26521,21441,21509,22977,26214,25839,24456,23957,21864,19305
Barcelona,Local ops Office Expenses,0,0,23,17,18,18,17,19,17,16,16,14
Barcelona,Local ops Outsourced Services,0,0,4830,3575,3624,3651,3574,3992,3785,3584,3433,3036
Barcelona,Local ops Software & Tools,0,0,710,857,732,774,742,747,712,672,620,560
Barcelona,Marketing Admin,301,420,0,0,0,0,0,0,0,0,0,0
Barcelona,Net Rate,573704,349149,444998,343439,361169,282391,294455,307409,364281,494736,534609,472027
Barcelona,Net rate incl Other revenue,599664,380980,445672,343997,361848,283155,295026,307692,364958,495515,535342,472702
Barcelona,No. of rides/orders,140791,127847,179947,137901,151120,164018,165003,173428,156700,152978,143303,142867
Barcelona,OPEX (fixed cost),25822,23780,74890,63731,62413,63885,72076,70222,69236,71943,66002,55078
Barcelona,Other Operating Income and Expenses,-1470,510,439,359,410,436,414,402,401,406,385,378
